Name,Gender,Height,Education Level,Eye Color,Married,Salary Income,Depressed
Dorey Duckering,Male,156,High,Blue,Yes,44000000,No
Rosemary Winear,Male,166,Intermediate,Gray,No,37000000,Yes
Nanci Premble,Female,151,High,Black,Yes,60000000,No
Kala Abramcik,Female,153,Intermediate,Black,Yes,128000000,No
Clarance Addenbrooke,Male,173,High,Brown,No,11000000,Yes
Claybourne Garralts,Male,162,Low,Brown,No,66000000,Yes
Salomi Horbath,Female,140,Low,Gray,Yes,31000000,Yes
Ken Ragles,Female,182,Low,Black,Yes,42000000,No
Aggi Carlin,Female,183,Low,Gray,No,135000000,Yes
Paulie Mabbutt,Male,165,High,Blue,Yes,5000000,No
Ernestus Corain,Female,151,Low,Brown,Yes,58000000,Yes
Christalle Francescotti,Female,142,Intermediate,Gray,No,19000000,Yes
Florance Blest,Male,160,Low,Gray,No,24000000,Yes
Romona Crichten,Male,167,High,Black,No,66000000,No
Chrisy Clubbe,Male,155,High,Brown,Yes,57000000,Yes
Birgit Kraut,Female,152,Intermediate,Black,Yes,132000000,No
Meir Ruprecht,Male,185,Intermediate,Blue,Yes,98000000,No
Liane Trase,Female,155,High,Gray,No,43000000,Yes
Kara Eastup,Female,181,Low,Black,No,129000000,No
Diarmid Nares,Male,148,Low,Black,Yes,116000000,No
Wilfred Condliffe,Male,168,Low,Blue,Yes,19000000,No
Margie Eversley,Female,172,High,Black,No,120000000,Yes
Bryon Wigelsworth,Male,166,Low,Black,No,56000000,Yes
Humfrid Ormes,Male,156,Intermediate,Blue,No,113000000,No
Paige Whistlecroft,Female,146,Intermediate,Black,No,98000000,Yes
Brian Partkya,Male,150,Low,Blue,Yes,56000000,No
Irv Redferne,Female,157,High,Black,Yes,78000000,No
Tris Chase,Male,155,Intermediate,Brown,Yes,24000000,Yes
Homerus Appleyard,Male,159,Intermediate,Black,No,137000000,Yes
Mitchel Areles,Male,155,Intermediate,Brown,No,40000000,Yes
Fin Antonioni,Male,155,Intermediate,Black,Yes,110000000,No
Doralia Pitts,Male,143,Intermediate,Black,Yes,78000000,No
Tiebout Dutteridge,Male,157,High,Blue,Yes,45000000,No
Nickie Pepis,Female,165,Intermediate,Black,Yes,119000000,No
Wallie MacTerlagh,Female,146,High,Blue,Yes,96000000,No
Trudi Stelle,Female,142,High,Black,No,55000000,Yes
Jehanna Crosser,Female,172,Low,Brown,Yes,22000000,No
Giuditta Chazelas,Male,151,Low,Black,Yes,104000000,No
Bryn Oakeby,Male,152,High,Blue,No,123000000,No
Dacie Titford,Male,160,High,Gray,No,92000000,Yes
Roberto Straw,Male,159,Intermediate,Gray,No,27000000,Yes
Gleda Flipsen,Male,146,High,Brown,No,46000000,Yes
Alvy Wallworth,Female,164,Low,Gray,No,111000000,Yes
Kennett Bingell,Female,163,High,Blue,Yes,43000000,No
Whitney Grogono,Female,147,Intermediate,Blue,No,39000000,No
Regen Flewett,Male,162,Low,Brown,Yes,77000000,No
Keri Worstall,Female,182,Intermediate,Brown,No,25000000,Yes
Winni Stellino,Male,158,Low,Gray,No,8000000,Yes
Hy Marcus,Female,142,High,Brown,Yes,112000000,No
Aristotle Hassard,Male,179,Intermediate,Gray,No,38000000,Yes
Theresina Soans,Female,176,High,Black,Yes,73000000,No
Cedric Eadie,Female,141,Intermediate,Brown,No,9000000,Yes
Emelita Kloser,Female,141,High,Brown,Yes,91000000,No
Harriette Bunkle,Male,180,Intermediate,Blue,Yes,53000000,No
Ad Parrett,Female,156,High,Brown,Yes,53000000,No
Ray Ablitt,Female,142,High,Black,Yes,118000000,No
Eli Blandamere,Female,163,Intermediate,Brown,No,131000000,Yes
Gaven Mizzi,Female,157,Low,Gray,No,9000000,Yes
Sherlocke Spitell,Male,150,Low,Gray,Yes,137000000,No
Sandye Smissen,Female,164,Low,Gray,No,26000000,Yes
Harald Hanbury-Brown,Female,163,High,Blue,Yes,111000000,No
Carma McGilvary,Male,140,Intermediate,Blue,No,87000000,No
Yovonnda Brazer,Male,164,Intermediate,Gray,No,8000000,Yes
Giffer Ewart,Male,168,Intermediate,Brown,No,71000000,Yes
Normy Gallichiccio,Female,162,High,Blue,Yes,150000000,No
Vail Allchorn,Male,178,Intermediate,Brown,Yes,80000000,Yes
Sharron Astall,Male,165,High,Blue,Yes,122000000,No
Phelia Koles,Male,165,Intermediate,Blue,Yes,150000000,No
Laure Sivills,Male,140,Intermediate,Brown,No,37000000,No
Sonny MacMeeking,Female,162,Intermediate,Brown,Yes,72000000,Yes
Conni Renfree,Male,163,Intermediate,Black,Yes,124000000,No
Cy Walcher,Female,167,Low,Brown,No,2000000,Yes
Terrill Seedull,Female,151,Intermediate,Gray,Yes,59000000,No
Mia Erley,Female,162,High,Blue,Yes,129000000,No
Guinevere Leggett,Male,178,Intermediate,Black,Yes,40000000,No
Doralynne Spini,Male,179,Low,Gray,No,59000000,Yes
Terri-jo Meeson,Female,176,High,Black,Yes,29000000,No
Shelden Tomkiss,Female,150,Low,Brown,Yes,110000000,Yes
Abby Shenton,Female,170,High,Black,Yes,44000000,No
Cad Radband,Male,171,Intermediate,Brown,No,30000000,Yes
Marita Dawdry,Male,155,Intermediate,Black,Yes,129000000,No
Hansiain Rizzelli,Male,176,Low,Brown,No,57000000,Yes
Pet Morman,Male,151,Low,Black,Yes,140000000,No
Zita Heineken,Female,157,High,Blue,Yes,85000000,No
Honor Base,Male,141,Intermediate,Brown,Yes,124000000,No
Ileane Locksley,Male,145,Intermediate,Blue,Yes,18000000,No
Constantin Salzburger,Female,156,Low,Blue,Yes,49000000,No
Dar Angrave,Female,156,Intermediate,Blue,Yes,77000000,No
Hakeem Dalinder,Female,145,Low,Blue,No,136000000,Yes
Brina Meir,Female,168,High,Black,No,118000000,No
Karia Whithalgh,Male,174,Low,Gray,Yes,43000000,Yes
Daveen Casaccia,Male,182,Intermediate,Brown,No,27000000,Yes
Bebe Kislingbury,Female,171,Low,Brown,No,74000000,Yes
Terri-jo Worrell,Female,171,High,Brown,Yes,75000000,No
Thibaud Bignal,Female,170,High,Gray,No,37000000,Yes
Sayers Sarra,Male,179,High,Blue,Yes,115000000,No
Dolli Hillock,Female,152,Low,Gray,Yes,24000000,No
Gabriel Hamelyn,Male,156,High,Black,No,63000000,No
Alverta Portugal,Male,170,Low,Gray,Yes,132000000,No
Hagan Fitter,Female,172,Intermediate,Brown,Yes,51000000,Yes
Emelia Grzes,Male,171,Intermediate,Black,Yes,109000000,No
Carmine Condliffe,Male,151,High,Black,Yes,79000000,No
Elinore Brende,Female,165,High,Blue,Yes,129000000,No
Deanne Dowber,Female,152,Intermediate,Gray,No,128000000,Yes
Quentin Demangeon,Female,153,High,Blue,No,12000000,Yes
Marillin Simmonite,Female,140,High,Black,Yes,20000000,No
Reine Di Ruggiero,Female,175,High,Black,Yes,141000000,No
Tedd Goodayle,Male,147,Intermediate,Black,Yes,21000000,No
Mattheus Wooding,Female,154,High,Black,Yes,68000000,No
Roxana Canacott,Female,166,Intermediate,Brown,Yes,117000000,Yes
Tab Whiteside,Male,170,High,Black,Yes,31000000,No
Austin Romer,Male,165,High,Blue,Yes,35000000,No
Nessy Ellings,Female,168,Intermediate,Black,Yes,92000000,No
Suzann Gullam,Male,185,Intermediate,Gray,No,86000000,Yes
Murdock Tipperton,Female,172,Low,Gray,No,10000000,Yes
Marieann Inglish,Male,146,Intermediate,Brown,Yes,89000000,No
Nicoline Bare,Female,153,High,Blue,Yes,41000000,No
Patrizia Moralee,Female,155,High,Brown,Yes,60000000,No
Horacio Riche,Male,185,Intermediate,Gray,No,42000000,Yes
Maurene Abrahart,Male,164,Intermediate,Brown,No,58000000,Yes
Carlen Davidescu,Female,169,High,Gray,Yes,29000000,Yes
Renault Bunton,Male,150,Intermediate,Blue,No,32000000,Yes
Clyve Dennes,Male,165,High,Blue,Yes,101000000,No
Adrianna Mechan,Female,174,Low,Gray,No,50000000,Yes
Isidoro Housiaux,Male,162,Low,Black,Yes,49000000,No
Amalle Bloore,Female,140,High,Black,Yes,4000000,No
Urban Elles,Male,154,Intermediate,Gray,Yes,149000000,No
Orson Fessier,Male,143,High,Black,Yes,108000000,No
Antonetta Spedroni,Female,148,High,Black,Yes,105000000,No
Charla Ferreli,Female,144,High,Black,Yes,50000000,No
Kathleen MacGaffey,Male,171,Intermediate,Gray,No,102000000,Yes
Chloe Huddart,Female,151,High,Blue,Yes,60000000,No
Wynnie Gradwell,Male,143,Intermediate,Gray,No,150000000,Yes
Cindelyn De Courtney,Male,158,Low,Blue,Yes,140000000,No
Tiebout Beat,Male,167,Intermediate,Black,Yes,55000000,No
Cletus Fenby,Female,152,High,Blue,Yes,81000000,No
Jinny Daborn,Male,183,High,Gray,No,27000000,Yes
Leonie Saffe,Male,151,Low,Gray,No,25000000,Yes
Gene Heers,Male,163,Intermediate,Blue,No,42000000,Yes
Carmita Compford,Female,146,Low,Blue,No,27000000,No
Jamesy Lambdean,Male,162,Intermediate,Brown,Yes,43000000,Yes
Laurene Denys,Female,157,Intermediate,Blue,Yes,112000000,No
Miriam Lemmon,Male,165,High,Black,Yes,89000000,No
Cathrin Brindle,Male,167,Low,Gray,No,84000000,Yes
Timi Dagleas,Male,157,Intermediate,Black,Yes,46000000,No
Walliw Merrick,Male,151,Low,Blue,Yes,116000000,No
Burg Meeny,Female,144,High,Gray,No,25000000,Yes
Skippy Pischoff,Female,172,Intermediate,Black,No,13000000,No
Babbie Wiggall,Female,171,High,Brown,No,39000000,Yes
Gale Stitfall,Male,153,Low,Blue,Yes,70000000,No
Gena Milvarnie,Female,163,Low,Gray,Yes,76000000,No
Stanwood Fossitt,Female,159,Low,Gray,No,40000000,Yes
Siouxie Botham,Male,153,Low,Brown,No,12000000,Yes
Aggi Szreter,Male,170,High,Brown,No,36000000,Yes
Nissie Pratt,Female,145,Low,Brown,Yes,107000000,No
Clarice Buche,Male,151,Low,Gray,No,121000000,Yes
Rochelle Greatreax,Male,145,Low,Brown,Yes,60000000,Yes
Cesare Girhard,Male,154,Intermediate,Blue,Yes,143000000,No
Aaren Olman,Female,177,Low,Brown,Yes,57000000,No
Worth Blazewicz,Male,152,Intermediate,Gray,No,37000000,Yes
Hermie Lowdyane,Female,150,Low,Brown,No,40000000,Yes
Charlena Griffe,Female,142,Low,Gray,Yes,36000000,Yes
Chrysa Goulborn,Male,169,Low,Gray,No,34000000,Yes
Nance Peddar,Male,183,Intermediate,Blue,No,13000000,No
Merrel Elie,Male,161,Low,Black,Yes,145000000,No
Zacharias Dohrmann,Female,158,High,Black,Yes,85000000,No
Suzie Whitehorn,Male,147,Intermediate,Gray,No,81000000,Yes
Sayre Ogan,Female,149,Intermediate,Brown,No,125000000,Yes
Jo Vawton,Female,146,Intermediate,Brown,No,110000000,No
Rosa Joselovitch,Male,156,Low,Gray,Yes,3000000,Yes
Jermaine Lowman,Female,144,Intermediate,Gray,Yes,82000000,No
Liam Van der Krui,Female,144,Intermediate,Gray,Yes,56000000,No
Robena Seabourne,Male,142,High,Black,Yes,56000000,No
Isabelle Franklen,Male,159,Intermediate,Blue,Yes,68000000,No
Zebadiah Stanwix,Male,151,High,Brown,Yes,42000000,Yes
Cathy Cotesford,Female,153,Intermediate,Gray,Yes,73000000,No
Betsy Gosson,Male,142,Intermediate,Black,Yes,11000000,No
Alejandro Middleweek,Male,158,Intermediate,Brown,No,41000000,Yes
Gerardo Agget,Female,173,High,Gray,No,41000000,Yes
Lydia Gue,Male,158,Low,Gray,No,92000000,Yes
Stevie Penhalewick,Male,166,Intermediate,Brown,No,56000000,Yes
Batholomew Scneider,Male,150,High,Gray,Yes,11000000,Yes
Luella Crompton,Female,181,Intermediate,Blue,No,30000000,Yes
Constancia Swateridge,Male,159,High,Brown,No,51000000,Yes
Faulkner Adrain,Male,150,Intermediate,Black,Yes,82000000,No
Laraine Baccup,Female,151,Intermediate,Black,Yes,74000000,No
Alexander Matzeitis,Female,148,Low,Black,No,28000000,Yes
Nester Lody,Female,153,Intermediate,Black,No,60000000,Yes
Cash Stealey,Female,179,Intermediate,Brown,No,12000000,Yes
Hanny Sarney,Male,161,Intermediate,Gray,No,39000000,Yes
Cindi Eyer,Female,157,Low,Blue,Yes,73000000,No
Jon Goly,Male,159,Intermediate,Black,Yes,143000000,No
Ardella Aspital,Male,167,High,Brown,No,43000000,Yes
Willard Sprackling,Male,152,Intermediate,Gray,No,112000000,Yes
Jock Rissom,Female,159,Intermediate,Gray,No,30000000,Yes
Marylin Gulleford,Female,183,Intermediate,Gray,No,94000000,Yes
Erie Mallebone,Male,153,Intermediate,Black,Yes,123000000,No
Merci Shemmans,Female,165,High,Black,No,97000000,No
Fraser Batchelour,Female,181,High,Gray,Yes,38000000,Yes
Brianna Grzes,Female,178,High,Black,Yes,27000000,No
Carlee Ellse,Male,158,Low,Brown,No,12000000,Yes
Cece Farquharson,Female,153,Low,Brown,No,16000000,Yes
Vanda O'Carmody,Male,157,Intermediate,Gray,No,68000000,Yes
Kamilah Chastanet,Male,172,Low,Gray,No,121000000,Yes
Rayna Bruins,Male,154,High,Blue,Yes,97000000,No
Laird Burne,Male,154,Low,Black,Yes,90000000,No
Zollie Linke,Female,151,High,Brown,Yes,133000000,Yes
Bertrando Lyfield,Female,163,Intermediate,Blue,No,75000000,No
Marcela Nott,Female,158,High,Black,No,75000000,No
Umeko Baigrie,Female,150,High,Blue,No,41000000,No
Harriot Blaszczynski,Female,154,Intermediate,Blue,Yes,132000000,No
Jerad Yitzovicz,Male,155,Intermediate,Brown,Yes,145000000,No
Gertrude Hanssmann,Male,156,High,Gray,No,48000000,Yes
Lorri Roebottom,Male,155,Intermediate,Blue,Yes,122000000,No
Layla Summons,Male,142,Intermediate,Gray,No,30000000,Yes
Chloette Caudle,Female,165,High,Black,Yes,55000000,Yes
Nigel Menure,Male,168,Low,Black,No,142000000,No
Marcus Adams,Female,168,High,Blue,Yes,4000000,No
Stormi Vern,Female,154,High,Brown,Yes,142000000,No
Oliviero Lampet,Male,165,High,Blue,Yes,40000000,No
Lyn Cranke,Male,160,Low,Black,No,143000000,No
Culver Sandwich,Female,154,Intermediate,Gray,Yes,56000000,No
Sile Lawfull,Female,158,High,Blue,Yes,116000000,No
Bernardina Crockatt,Female,163,High,Black,No,86000000,No
Lionel Rhead,Male,157,High,Brown,No,41000000,Yes
Shalom Iiannoni,Female,158,Low,Gray,Yes,2000000,Yes
Sigfrid Corbally,Female,142,Intermediate,Blue,Yes,144000000,No
Glynnis Largen,Male,153,Low,Gray,No,100000000,Yes
Saraann Grigson,Male,174,High,Brown,No,71000000,Yes
Rasia Knaggs,Female,179,Low,Gray,No,135000000,Yes
Henriette Yeardsley,Male,159,Intermediate,Black,Yes,67000000,No
Anderson Schutte,Female,140,Intermediate,Blue,Yes,103000000,No
Tabby Tatum,Female,152,High,Brown,Yes,25000000,No
Marcie Bru,Male,143,Intermediate,Blue,Yes,23000000,No
Anne-corinne Lindeman,Female,140,High,Black,No,30000000,No
Vittorio Guillou,Male,151,High,Blue,Yes,142000000,No
Welby Scottesmoor,Male,168,Low,Gray,No,5000000,Yes
Port De la Yglesia,Female,168,Intermediate,Blue,Yes,35000000,No
Bobbye Braham,Female,179,Low,Gray,No,89000000,Yes
Emilio Hercock,Male,147,Intermediate,Blue,Yes,85000000,No
Jasen Roughan,Female,161,Intermediate,Black,No,150000000,No
Raff Cleve,Female,174,High,Gray,No,126000000,No
Alyss Monelle,Male,151,Low,Black,No,52000000,No
Wenonah Cato,Male,155,Low,Black,No,50000000,No
Briney Borley,Male,167,Intermediate,Brown,No,50000000,Yes
Emmett Stalman,Male,160,Intermediate,Black,Yes,135000000,No
Wanids Rosberg,Female,173,Intermediate,Brown,No,38000000,Yes
Ellen Olivas,Male,183,High,Blue,No,10000000,Yes
Garvey Shearston,Female,148,Intermediate,Blue,Yes,147000000,No
Birgitta Neenan,Male,180,Intermediate,Brown,No,47000000,Yes
Cherlyn Saenz,Male,163,High,Brown,Yes,90000000,No
Lucine Blampy,Female,147,Intermediate,Black,No,73000000,No
Petrina Rawlinson,Male,162,Intermediate,Blue,Yes,12000000,No
Oralle Dumini,Female,153,Low,Brown,No,4000000,Yes
Violet Scopham,Male,153,Intermediate,Blue,No,138000000,No
Pincus Imloch,Female,154,Low,Blue,Yes,106000000,No
Seamus Delany,Male,155,Intermediate,Blue,Yes,34000000,No
Ivory Vallery,Female,180,Intermediate,Gray,No,17000000,Yes
Hartley Spurdens,Male,150,Low,Brown,No,3000000,Yes
Stevy Austen,Female,155,Low,Black,Yes,115000000,No
Colan Creffield,Male,183,Low,Gray,No,62000000,Yes
Chris Collete,Male,173,Intermediate,Gray,Yes,21000000,Yes
Alvera Sheed,Female,173,Low,Brown,Yes,18000000,Yes
Davida Ajam,Male,148,High,Blue,Yes,112000000,No
Felicity Langford,Female,160,High,Black,No,150000000,No
Mathias Borrell,Male,154,High,Gray,Yes,15000000,Yes
Ellis Suller,Female,185,High,Brown,No,3000000,Yes
Gay Slatcher,Female,152,Intermediate,Gray,Yes,97000000,No
Chris McDyer,Female,157,High,Black,Yes,57000000,No
Leena Mayer,Male,146,Intermediate,Black,Yes,81000000,No
Fan Bere,Male,154,Low,Brown,No,142000000,Yes
Araldo Hartburn,Female,169,Low,Gray,No,53000000,Yes
Parker McPartling,Male,183,High,Blue,No,94000000,Yes
Roma Borkin,Male,162,Intermediate,Gray,No,2000000,Yes
Cookie Giacomini,Male,151,Intermediate,Blue,Yes,102000000,No
Bonny Firby,Male,159,High,Blue,Yes,69000000,No
Clerissa Duthie,Female,178,Intermediate,Brown,Yes,59000000,Yes
Josiah Grishenkov,Male,176,Intermediate,Black,Yes,120000000,No
Merrile Rheam,Male,155,High,Black,Yes,138000000,No
Blondy Bullin,Female,163,Low,Brown,No,133000000,No
Clayborne Hinken,Male,162,Intermediate,Blue,Yes,148000000,No
Doll Cazalet,Female,165,High,Black,Yes,141000000,No
Claudio Kinvig,Female,151,Low,Black,Yes,81000000,No
Devin Edgcumbe,Female,165,High,Blue,Yes,71000000,No
Laureen Severn,Male,160,Intermediate,Black,Yes,40000000,No
Mackenzie Jamson,Male,161,Intermediate,Brown,No,50000000,No
Holmes Umfrey,Female,178,Intermediate,Gray,No,30000000,Yes
Sharline Scarborough,Female,178,Intermediate,Gray,No,18000000,Yes
Alix Ping,Female,150,High,Black,No,39000000,Yes
Mahalia Hugonnet,Female,178,Intermediate,Brown,No,24000000,Yes
Wanda Kilbey,Female,141,Intermediate,Gray,No,67000000,Yes
Sallyanne Chopy,Male,180,Low,Gray,No,10000000,Yes
Tonnie Leckie,Female,164,High,Gray,No,35000000,Yes
Netta Giacobo,Male,170,Low,Brown,No,9000000,Yes
Tracey Pescud,Male,160,Low,Black,Yes,48000000,Yes
Town Goard,Female,152,Low,Gray,No,47000000,Yes
Gabrielle Shapira,Female,155,Intermediate,Blue,Yes,30000000,No
Wilhelmine Nesby,Female,163,Intermediate,Black,Yes,58000000,No
Darrick Matyushonok,Female,170,High,Gray,Yes,42000000,Yes
Carmelina Tissington,Male,148,High,Gray,No,118000000,Yes
Haroun Touzey,Female,152,Intermediate,Gray,No,49000000,Yes
Kinsley Zanini,Male,161,Low,Gray,No,83000000,Yes
Cos Bevans,Female,146,Intermediate,Brown,Yes,57000000,No
Jillane Gadman,Female,154,Low,Gray,No,21000000,Yes
Cynthie Moxham,Female,182,Intermediate,Blue,No,42000000,Yes
Clevie Hamlington,Male,185,Low,Gray,No,86000000,Yes
Meridith Copping,Female,143,Intermediate,Brown,No,42000000,Yes
Freddie Ruler,Male,153,Intermediate,Black,Yes,129000000,No
Luis Crisell,Male,152,Low,Gray,No,98000000,Yes
Dagny Shiels,Male,158,Low,Black,No,58000000,No
Charmaine Tanfield,Female,159,Low,Blue,Yes,4000000,Yes
Linn Giovannazzi,Male,149,Low,Gray,No,48000000,Yes
Eben Simchenko,Male,161,Intermediate,Gray,No,39000000,Yes
Prent Hawley,Male,152,High,Brown,Yes,14000000,No
Briant Darragh,Female,170,High,Black,Yes,40000000,No
Diahann Schechter,Male,156,Intermediate,Black,Yes,116000000,No
Verla Gadeaux,Male,162,High,Blue,No,49000000,No
Honor Attride,Female,153,Intermediate,Brown,No,19000000,Yes
Terrance Jacqueminot,Female,180,High,Black,No,22000000,Yes
Aldridge Pleace,Male,146,High,Brown,No,53000000,Yes
Euphemia Clemenceau,Male,145,Low,Blue,Yes,59000000,No
Hollyanne Mountford,Male,142,Intermediate,Blue,Yes,80000000,No
Arly Cozins,Female,181,Low,Black,Yes,149000000,No
Celisse Habgood,Female,184,High,Gray,No,133000000,Yes
Cyb Penn,Female,150,Intermediate,Brown,Yes,23000000,No
Darrell Galiero,Male,168,Low,Black,Yes,105000000,No
Laurie Levensky,Female,169,High,Brown,No,19000000,Yes
Wolf Leban,Male,141,High,Black,Yes,108000000,No
Lucia Lydden,Female,142,High,Black,Yes,43000000,No
Hali Orans,Female,183,High,Gray,Yes,120000000,Yes
Greta Kitchingman,Female,155,Intermediate,Blue,Yes,72000000,No
Grant Somersett,Female,181,Low,Brown,No,72000000,Yes
Corilla Searsby,Female,152,High,Brown,No,134000000,Yes
Arden Scanlin,Male,158,Intermediate,Gray,Yes,44000000,Yes
Domenic Michiel,Female,151,High,Blue,No,16000000,No
Hedwig Popham,Male,141,Intermediate,Black,No,80000000,No
Weylin Aldred,Male,146,High,Black,Yes,136000000,No
Elora Lys,Male,176,Low,Gray,No,49000000,Yes
Cecilius Nehlsen,Female,157,Intermediate,Black,Yes,91000000,No
Lancelot Rathborne,Male,140,Intermediate,Gray,Yes,111000000,No
Caro Innerstone,Female,156,Intermediate,Brown,No,18000000,Yes
Kimberly O'Siaghail,Female,160,Intermediate,Brown,No,51000000,Yes
Marjory Fearnyough,Female,151,Intermediate,Gray,No,126000000,Yes
Harland Alesio,Male,154,Low,Gray,Yes,93000000,Yes
Meta Cruse,Female,178,High,Black,Yes,70000000,No
Dani Grishenkov,Female,163,Intermediate,Blue,Yes,24000000,No
Minny Peake,Female,176,Intermediate,Blue,Yes,109000000,No
Alistair Newhouse,Female,178,Intermediate,Gray,No,55000000,Yes
Benedict Stembridge,Male,158,High,Gray,No,59000000,Yes
Hy Joyes,Female,142,High,Gray,Yes,67000000,No
Lannie Lidbetter,Female,163,Intermediate,Blue,Yes,18000000,No
Hervey Maccaig,Male,160,Intermediate,Black,Yes,62000000,No
Tanya Mathie,Male,164,Low,Gray,Yes,43000000,Yes
Hildegarde Millea,Female,173,Low,Black,No,12000000,Yes
Alix Paulazzi,Female,177,Low,Black,Yes,132000000,No
Irene Fehners,Male,148,High,Blue,Yes,89000000,No
Susann Bruneau,Male,154,Intermediate,Brown,No,2000000,Yes
Dom Acors,Female,154,High,Gray,Yes,10000000,Yes
Lyda Worral,Male,166,Intermediate,Black,Yes,62000000,No
Sterling Brotherheed,Female,154,Intermediate,Blue,No,86000000,No
Timmie Sewart,Female,171,High,Gray,Yes,109000000,Yes
Lothaire Maggs,Female,150,High,Brown,No,150000000,Yes
Katuscha Starkings,Male,176,Intermediate,Brown,No,62000000,Yes
Diego Douthwaite,Male,162,Intermediate,Brown,No,45000000,No
Waite Beggan,Female,163,Intermediate,Gray,No,44000000,Yes
Betti Monini,Female,164,Intermediate,Blue,Yes,44000000,No
Malissa Zanini,Female,174,Intermediate,Black,Yes,27000000,No
Leanna Comport,Male,163,Intermediate,Gray,No,40000000,Yes
Samuele Hendrickx,Male,159,Low,Brown,No,69000000,Yes
Roosevelt Burleigh,Male,151,High,Blue,Yes,93000000,No
Che Mawd,Female,168,Intermediate,Brown,No,43000000,Yes
Yuma Benduhn,Female,150,Intermediate,Blue,Yes,85000000,No
Felecia Emblen,Male,142,Intermediate,Gray,Yes,95000000,No
Ginnie Benian,Male,165,Intermediate,Blue,Yes,133000000,No
Michell Casel,Female,183,High,Gray,Yes,3000000,No
Doralynne Ricciardello,Female,155,High,Gray,Yes,95000000,No
Kessiah Tuxill,Male,161,Intermediate,Brown,No,113000000,Yes
Emelda Dumbarton,Female,161,Intermediate,Brown,No,45000000,Yes
Blane Aggas,Female,140,Intermediate,Brown,No,42000000,Yes
Merry Levington,Male,176,Low,Gray,Yes,21000000,Yes
Stan Yurchenko,Male,155,Intermediate,Brown,Yes,42000000,Yes
Reamonn Topling,Male,151,Low,Black,No,56000000,Yes
Natka Dodgshon,Female,178,Intermediate,Black,Yes,149000000,No
